06/24/17 09:27,46.3,1432,576,501,10551,75,535
06/23/17 04:35,24,5900,96,749,14305,79,155
06/22/17 11:11,21.9,1404,383,75,604,302,867
06/24/17 02:13,18,7621,643,739,14925,330,441
06/14/17 04:48,15.5,9396,621,179,8111,481,495
06/24/17 07:27,13.8,7820,902,273,10267,31,487
05/04/17 04:06,12.6,8917,16,650,2818,32,699
06/23/17 11:25,12.6,7951,578,584,8633,35,55
06/24/17 09:10,12.4,2449,210,983,13179,187,66
06/23/17 11:40,12.2,599,743,32,3851,171,644
04/27/17 02:47,10.8,8580,506,283,9451,105,96
06/13/17 03:50,9.9,9726,564,413,10799,56,454
06/24/17 04:49,9.4,2009,436,220,10765,408,311
06/19/17 02:55,9.1,7474,35,440,10548,124,424
04/25/17 03:13,8.2,5543,712,643,5272,152,114
06/23/17 07:14,7.5,2020,341,752,10055,186,450
06/24/17 05:45,7.5,1685,311,599,466,129,818
06/22/17 09:21,7,2477,706,721,7412,255,981
06/24/17 01:58,6.9,4298,581,620,3988,227,897
04/20/17 06:03,6.9,9390,18,65,7751,267,35
06/23/17 05:01,6.9,1686,411,868,4189,227,884
06/23/17 10:58,6.8,3326,261,911,6381,266,250
06/23/17 04:12,6.7,5670,228,915,851,436,715
06/24/17 03:15,6.6,4466,229,17,5723,283,434
06/24/17 04:17,6.5,5810,114,563,7026,225,15
06/22/17 06:27,6.4,6732,334,718,41,102,336
