06/24/17 09:27,46.3,6886,937,8,2863,127,405
06/23/17 04:35,24,7803,829,546,12919,105,670
06/22/17 11:11,21.9,3152,213,761,6487,369,541
06/24/17 02:13,18,611,374,209,12178,403,380
06/14/17 04:48,15.5,6232,112,989,12698,270,788
06/24/17 07:27,13.8,4910,414,856,6079,256,907
05/04/17 04:06,12.6,2890,510,804,278,223,73
06/23/17 11:25,12.6,2937,301,375,78,95,578
06/24/17 09:10,12.4,1599,409,577,7949,159,487
06/23/17 11:40,12.2,1810,250,571,8236,123,651
04/27/17 02:47,10.8,217,685,928,7854,231,347
06/13/17 03:50,9.9,182,553,239,7110,8,326
06/24/17 04:49,9.4,2287,932,240,5833,296,775
06/19/17 02:55,9.1,4801,513,808,14441,218,927
04/25/17 03:13,8.2,5931,250,371,12648,244,937
06/23/17 07:14,7.5,611,955,994,14346,334,257
06/24/17 05:45,7.5,5604,764,841,6126,133,343
06/22/17 09:21,7,7266,781,622,11120,107,957
06/24/17 01:58,6.9,1106,682,134,3724,137,584
04/20/17 06:03,6.9,5245,314,907,14753,352,571
06/23/17 05:01,6.9,9981,220,119,5750,253,137
06/23/17 10:58,6.8,1044,468,31,10534,316,336
06/23/17 04:12,6.7,7296,257,524,8575,154,274
06/24/17 03:15,6.6,945,356,664,10775,143,439
06/24/17 04:17,6.5,589,872,137,1881,1,52
06/22/17 06:27,6.4,6902,56,301,3423,133,206
