06/24/17 09:27,46.3,9969,869,203,1864,130,639
06/23/17 04:35,24,5610,868,556,14350,192,908
06/22/17 11:11,21.9,6687,381,740,3378,315,547
06/24/17 02:13,18,4371,700,984,65,483,385
06/14/17 04:48,15.5,5866,704,178,4538,464,0
06/24/17 07:27,13.8,4280,612,869,4121,397,540
05/04/17 04:06,12.6,4550,982,943,1875,461,483
06/23/17 11:25,12.6,8737,492,834,470,151,208
06/24/17 09:10,12.4,3630,969,142,4759,241,754
06/23/17 11:40,12.2,8622,247,665,875,70,940
04/27/17 02:47,10.8,3666,901,441,13256,373,929
06/13/17 03:50,9.9,7378,526,443,8068,99,579
06/24/17 04:49,9.4,7478,804,169,13522,193,138
06/19/17 02:55,9.1,7856,659,755,6982,305,186
04/25/17 03:13,8.2,4334,898,281,8853,155,543
06/23/17 07:14,7.5,6050,74,581,11021,482,918
06/24/17 05:45,7.5,654,891,223,14968,128,416
06/22/17 09:21,7,4213,332,994,8179,4,842
06/24/17 01:58,6.9,6746,342,22,10560,353,504
04/20/17 06:03,6.9,7700,646,286,2708,195,441
06/23/17 05:01,6.9,5918,111,52,10916,244,236
06/23/17 10:58,6.8,7894,597,448,4971,447,266
06/23/17 04:12,6.7,3790,889,667,3969,12,426
06/24/17 03:15,6.6,2498,269,316,6841,437,497
06/24/17 04:17,6.5,9126,825,437,3015,42,140
06/22/17 06:27,6.4,3767,204,569,6192,442,717
