06/24/17 09:27,46.3,4764,974,600,9965,203,965
06/23/17 04:35,24,2955,12,253,718,53,302
06/22/17 11:11,21.9,2183,229,920,98,402,534
06/24/17 02:13,18,5475,600,145,5691,51,254
06/14/17 04:48,15.5,134,888,783,12901,374,435
06/24/17 07:27,13.8,173,546,990,5786,465,483
05/04/17 04:06,12.6,235,991,180,2046,316,437
06/23/17 11:25,12.6,8991,413,757,2683,9,323
06/24/17 09:10,12.4,2530,567,844,10199,68,512
06/23/17 11:40,12.2,4582,935,377,10874,431,361
04/27/17 02:47,10.8,7568,788,939,2786,323,468
06/13/17 03:50,9.9,134,890,44,6935,159,395
06/24/17 04:49,9.4,451,440,626,6445,297,304
06/19/17 02:55,9.1,2583,399,881,3007,234,4
04/25/17 03:13,8.2,1059,797,806,8945,76,772
06/23/17 07:14,7.5,6502,173,530,1189,325,927
06/24/17 05:45,7.5,3093,607,633,5965,435,252
06/22/17 09:21,7,6966,402,50,8318,499,743
06/24/17 01:58,6.9,4831,834,395,5983,466,833
04/20/17 06:03,6.9,8787,270,384,12268,278,226
06/23/17 05:01,6.9,4422,153,643,9457,100,680
06/23/17 10:58,6.8,2533,822,290,11583,238,756
06/23/17 04:12,6.7,1188,47,747,1614,109,999
06/24/17 03:15,6.6,3056,30,275,10326,347,230
06/24/17 04:17,6.5,5839,725,650,12898,391,630
06/22/17 06:27,6.4,9516,759,669,6710,181,923
